,CAP HIT,CHIP,GAMES MISSED,INJURY TYPE,PLAYER,POSITION,SEASON,TEAM
8755,3.85,140.853658537,3,Lower body,Eakin Cody,F,2018/19,Vegas
8756,2.75,2246.951219512,67,Lower body,Haula Erik,F,2018/19,Vegas
8758,0.9625,11.737804878,1,Lower body,Nosek Tomas,F,2018/19,Vegas
8761,4.05,148.17073170700002,3,Leg,Pacioretty Max,F,2018/19,Vegas
8762,4.05,345.731707317,7,Lower body,Pacioretty Max,F,2018/19,Vegas
8764,4.05,197.56097561,4,Upper body,Pacioretty Max,F,2018/19,Vegas
8765,0.65,31.707317073000002,4,Lower body,Pirri Brandon,F,2018/19,Vegas
8766,0.65,15.853658537000001,2,Neck,Pirri Brandon,F,2018/19,Vegas
8768,6.5,2378.048780488,30,Lower body,Stastny Paul,F,2018/19,Vegas
8771,5.25,5250.0,82,Back,Clarkson David,"F ""retired""",2018/19,Vegas
8772,2.5,91.463414634,3,Arm,Engelland Deryk,D,2018/19,Vegas
8774,3.875,614.329268293,13,Upper body,Miller Colin,D,2018/19,Vegas
8776,5.75,631.097560976,9,Lower body,Fleury Marc-Andre,G,2018/19,Vegas
8779,0.8,117.07317073200001,12,Lower body,Boyd Travis,F,2018/19,Washington
8781,3.5,42.682926829,1,Lower body,Eller Lars,F,2018/19,Washington
8783,7.8,570.731707317,6,Upper body,Kuznetsov Evgeny,F,2018/19,Washington
8784,5.75,771.341463415,11,Concussion,Oshie T.J.,F,2018/19,Washington
8786,5.166666,189.02436585400002,3,Concussion,WIlson Tom,F,2018/19,Washington
8787,8.0,97.56097561,1,Lower body,Carlson John,D,2018/19,Washington
8788,0.65,190.243902439,24,Thigh,Djoos Christian,D,2018/19,Washington
8789,2.5,243.90243902400002,8,Hamstring,Kempny Michal,D,2018/19,Washington
8791,2.5,60.975609756000004,2,Upper body,Kempny Michal,D,2018/19,Washington
8792,5.75,140.243902439,2,Head,Niskanen Matt,D,2018/19,Washington
8793,1.5,493.902439024,27,Lower body,Orpik Brooks,D,2018/19,Washington
8794,6.1,148.780487805,2,Upper body,Holtby Braden,G,2018/19,Washington
8795,1.0,36.585365854,3,Concussion,Copp Andrew,F,2018/19,Winnipeg/Atlanta
8797,6.0,1463.414634146,20,Shoulder,Ehlers Nikolaj,F,2018/19,Winnipeg/Atlanta
8798,2.916666,71.138195122,2,Upper body,Lowry Adam,F,2018/19,Winnipeg/Atlanta
8799,1.15,28.048780488000002,2,Finger,Tanev Brandon,F,2018/19,Winnipeg/Atlanta
8801,7.6,1760.975609756,19,Ankle,Byfuglien Dustin,D,2018/19,Winnipeg/Atlanta
8802,7.6,370.731707317,4,Concussion,Byfuglien Dustin,D,2018/19,Winnipeg/Atlanta
8803,7.6,1390.2439024389998,15,Leg,Byfuglien Dustin,D,2018/19,Winnipeg/Atlanta
8804,7.6,185.365853659,2,Upper body,Byfuglien Dustin,D,2018/19,Winnipeg/Atlanta
8805,1.4,68.292682927,4,Lower body,Chiarot Ben,D,2018/19,Winnipeg/Atlanta
8807,4.3333330000000005,211.382097561,4,Upper body,Kulikov Dmitry,D,2018/19,Winnipeg/Atlanta
8808,4.3333330000000005,634.1462926830001,12,Upper body,Kulikov Dmitry,D,2018/19,Winnipeg/Atlanta
8809,3.15,38.414634146,1,Lower body,Morrissey Josh,D,2018/19,Winnipeg/Atlanta
8810,3.15,76.829268293,2,Lower body,Morrissey Josh,D,2018/19,Winnipeg/Atlanta
8811,3.15,768.292682927,20,Upper body,Morrissey Josh,D,2018/19,Winnipeg/Atlanta
8812,1.0,97.56097561,8,Lower body,Morrow Joel,D,2018/19,Winnipeg/Atlanta
8813,1.0,170.731707317,14,Lower body,Morrow Joel,D,2018/19,Winnipeg/Atlanta
8814,5.5,134.146341463,2,Lower body,Myers Tyler,D,2018/19,Winnipeg/Atlanta
8815,0.65,63.414634146000004,8,Lower body,Brossoit Laurent,G,2018/19,Winnipeg/Atlanta
